key,value,label,emerlabel,version,sent1,num
topic1,2.402985,internal memory; biggest issue; auto correct,0,5.1.2.75,1: i like the app it do save time with swipe until i have to go_back every <digit> word to fix what the auto_correct want me to say and what i type and i can be look right at the screen per auto_correct right be ruther wtf;<br>2: on moto_g the internal_memory be too slow to allow for real flawless function'ty result in by time iffy prediction of mostly strangely long word on that smartphone;<br>3: i do_n't like the prediction because they prevent me from type and it save the stupidest and most random word but overall a great app this take me about 7_minute to type thank to the prediction;<br>,7
topic1,0.745865,chinese handwrite; 3rd party keyboard; pinyin input,0,5.2.0.115,1: love the swiftkey support chinese finally but chinese_handwrite be important and essential hope you guy can add this feature soon;<br>2: i really like this app although it be slightly heavy for a few moment sometimes wait without current keypad;<br>3: i be use swype for a few_year now the buy version but swiftkey do the job better somehow;<br>,8
topic1,1.313838,lightning fast; pinyin input; chinese input method,lightning fast; orange theme; auto correction,5.2.1.120,1: shit but because the eye perceive a suggest word the finger still type another letter before select the word propose on the site discover that have change but the position because of the extra character;<br>2: too_much trouble to change the input_method plus sign bite inconvenient;<br>3: please add your_own view of the dictionary word that have be introduce by me and now synchronize;<br>,9
topic1,2.080792,revert back; auto fill; email client,0,5.2.2.124,1: keyboard taste but the latter use do not allow it to be use android <digit>;<br>,10
topic1,0.661805,input method; long time; complete satisfaction,0,5.2.2.126,1: it would be great if instead_of only show the android stock emojis you have an option to type with the keyboard show the apple stock emojis instead;<br>2: fully norwegian keyboard emojis and handy shortcut to function and character you use often;<br>3: a lot better_than android keyboard except push to talk;<br>,11
topic1,1.148693,key press; personal dictionary; deal breaker,0,5.2.2.133,1: should enable more free theme with nice design i have the opportunity to pay some package that look great but the latest design for free seem an_insult to the user;<br>2: should enable more free theme with nice design i have the opportunity to pay some package that look great but the latest design for free seem an_insult to the user;<br>3: what i do_n't like be that i pay for this app and the other_apps from this developer and they now publish it for free and put all together in one app;<br>,12
topic1,1.005128,installation process; long time; direct violation,0,5.2.2.134,1: i have notice that in the last_update have improve a lot i write very fast without confusion and without lift your_finger on each word correct_spell mistake quite well;<br>2: thank you to answer me quickly to settle this problem for at_least tell_me why he do not want to download the language;<br>3: whenever i want to download a language he tell_me it be impossible to download the language but it do not tell_me why;<br>,13
topic1,1.311143,stock android; deal breaker; little bite,0,5.2.2.139,1: now a pop_up show up for voice to text ask me to click on one of several selection for what i just say eliminate hand free;<br>2: i wish this app do_n't ask me to update the language on my phone every couple of day;<br>3: i see you guy have add the assamese_language as_well would be nice to have the khasi language add too;<br>,14
topic1,1.289233,several month; text box; sinhala language,0,5.2.3.144,1: ever_since i upgrade to lollipop i can no_longer use swipe functionality in the lock_screen and swiftkey do_n't seem to allow any contact about problem;<br>2: ca_n't use symbol and number button on lock_screen after update to lollipop;<br>3: ever_since i upgrade to lollipop i can no_longer use swipe functionality in the lock_screen and swiftkey do_n't seem to allow any contact about problem;<br>,15
topic1,3.004842,stock keyboard; long time; timely fashion,0,5.3.0.124,1: new update have kill the keyboard so slow hang on every letter and freeze and crash whole phone;<br>2: since the last_update the keyboard lag i ve try everything to fix it and it s very frustrate from a droid_turbo;<br>3: swiftkey lag and freeze since update try_uninstalling reinstall reboot my phone with it both instal and uninstalled no_luck;<br>,16
topic2,1.113650,long time; greek language; key press,0,5.0.2.4,1: it take like <digit> second for the keyboard to pop_up and when i start type it take another <digit> second before the letter show up;<br>2: and drag your_finger around the keyboard to type quickly it <digit>;<br>3: fast type on the keyboard and accurately_predict text;<br>,1
topic2,1.109706,complete satisfaction; word prediction; comma button,0,5.0.3.26,1: do_n't load on startup work only when it want to and shut_off if you swich between sm mail mark etc;<br>2: complete_satisfaction i recommend a lot_of option to change the look a quick and comfortable type;<br>3: emoji do not work when send sm when the recipient see only <digit>;<br>,2
topic2,1.231779,personal dictionary; cost money; long time,0,5.0.4.93,1: but it really do lag it super nice all but fix that lag in the type process such_as the pop_up in the emojis when pull it up or take it away;<br>2: it lag when we start type a new message quickly after send the previous one;<br>3: it operate one hundred and keyboard theme be cute and you have many thing q download it;<br>,3
topic2,1.034872,press backspace; x10 mini; cell phone,0,5.0.5.95,1: app be nice but i find two problem if you close let s say sm keyboard stay on screen for a while and sometimes if you press_backspace it repeat last word type;<br>2: this be the best keyboard but i would prefer at_least a plug_in to change the look of the emoji from the android default to io_version;<br>3: i miss there the possibility that i might cancel the word suggestion which i show up there above the keyboard completely as always i write it take a piece_of the screen;<br>,4
topic2,0.827682,long time; different language; word completion,0,5.1.0.60,1: start to become much less able to guess the word when you mistype;<br>2: i can not find where it set to repair the word i <digit>;<br>3: s like it regularly clear away ten_percent of the save word;<br>,5
topic2,0.982659,different language; prime minister; word completion,0,5.1.1.66,1: join the request size letter and yet can somehow divide the different_language not comfortable when type in russian ukrainian and tip;<br>2: the letter be narrow and fast when it print often you get wrong and make proportion as in io;<br>3: a new prime_minister choose koah window thsboa what he do change communication window;<br>,6
topic2,1.399443,search result; despite repeat; misspell word,0,5.1.2.75,1: so sick and tire_of the auto_correct constantly try to fix my spell i type the word dmv it give me day and it wo_n't_let_me correct it s mistake in fact it will stay like that until i have to delete the word or search and try all over_again;<br>2: it be predict completely wrong word and put thing that make no_sense not correct word that should be correct like leave the misspell_word abd instead_of correct that and etc;<br>3: it say it s help improve my type but i feel as if i m constantly go_back to correct word;<br>,7
topic2,0.945966,traditional chinese; pinyin input; predict word,0,5.2.0.115,1: learn quickly and well and save you time;<br>2: maxim save time and search for word already use them;<br>3: want traditional_chinese pinyin hope can choose four or more language;<br>,8
topic2,1.029403,heat map; orange theme; htc desire,orange theme; heat map; htc desire,5.2.1.120,1: in swiftkey it put accent on capital therefore sm be unreadable and i have to write letter by letter;<br>2: it get so i write something something be wrong i blur any letter and write again but then think that it be a new word become double word;<br>3: when i visit a more_complex website the keyboard still crash or fail to boot up and i can not write a text;<br>,9
topic2,2.555281,take longer; gesture type; factory setting,0,5.2.2.124,1: but there be a problem with the app that still never seem to be fix autocorrect randomly_stop work well for me and often with that suggest word i ve never say before or word i do_n't even know while not suggest the word i do know while gesture_type;<br>2: but there be a problem with the app that still never seem to be fix autocorrect randomly_stop work well for me and often with that suggest word i ve never say before or word i do_n't even know while not suggest the word i do know while gesture_type;<br>3: but there be a problem with the app that still never seem to be fix autocorrect randomly_stop work well for me and often with that suggest word i ve never say before or word i do_n't even know while not suggest the word i do know while gesture_type;<br>,10
topic2,1.182057,font size; input method; higher rat,0,5.2.2.126,1: write on may <digit> after 2_year of use swiftkey with switch to another mandarin input_method finally swiftkey add in mandarin input;<br>2: but without mandarin input would be a problem for me as in some occasion i need to use mandarin as the communication language;<br>3: mandarin be get more and more usage nowadays;<br>,11
topic2,1.737888,key press; htc desire 816; power hungry,key press; highest power; power hungry,5.2.2.133,1: please add some new key_press sound and add option of change key height like go keyboard have;<br>2: nice but though i set_up language input for both english and french french be not support;<br>3: nice write a prediction with it auto tp somewhat lag time shift emotion;<br>,12
topic2,0.991275,1gb ram; personal taste; swiftkey keyboard,0,5.2.2.134,1: for_example swipe pl and then while my right thumb be still on l i put my leave thumb on e take my right thumb off and swipe ease with my leave to write please;<br>2: response time be faster it take less to start but need to improve further;<br>3: i would like to be able to start a word with my right thumb and finish it with my leave;<br>,13
topic2,1.087637,credit card; word prediction; text prediction,0,5.2.2.139,1: on my new galaxy_s6 be very little fluid and all the ten strike the keyboard have a mini freeze so i lack a regular character;<br>2: now free 5_star the best android keyboard note be now much_better and better predict the word and write much_faster i love;<br>3: would be cool to see more usage_statistic most_common word most_common way to start a sentence etc;<br>,14
topic2,2.147538,predict word; auto fill; key pad,0,5.2.3.144,1: also hate that when you switch keyboard that swiftkey come up multiple language with swiftkey in tiny text subtitle;<br>2: ever_since i upgrade to lollipop i can no_longer use swipe functionality in the lock_screen and swiftkey do_n't seem to allow any contact about problem;<br>3: there s a small glitch in sync i guess but other_than that it s flawless i notice that the sinhala_language have be insert into swiftkey language but well it a complete fail not even the letter show in the keyboard not that i use it mainly but just state it there so you can work on it not go to reduce the rat cuz i dont use it;<br>,15
topic2,2.211539,text field; take longer; take forever,0,5.3.0.124,1: when will the swiftkey developer realise that mess with what people be use to especially with something like a keyboard be really bad practice;<br>2: why swiftkey be not use khmer_unicode keyboard layout as it reference;<br>3: i use to use swiftkey on a 800mhz samsung gio and it work better_than any other keyboard;<br>,16
topic3,0.843360,key press; input method; arrow key,0,5.0.2.4,1: even convince blackberry user who use only to button this tool allow you to write without huge_headache;<br>2: a very popular english input_method and my foreign_friend always use this one i feel it know i <digit>;<br>3: download i feel really like would like to use but you do not have chinese i really would like to use;<br>,1
topic3,1.276548,word prediction; comma button; keyboard swiftkey,0,5.0.3.26,1: este have it nicely synchronize with the voice key to english;<br>2: compare to the original this be the keyboard much_faster to use;<br>3: two_week i have use this and have nothing to complain_about;<br>,2
topic3,0.911505,long time; word prediction; enough memory,0,5.0.4.93,1: the best application for faster write and prediction from the start it take time to swype learn from you but when one go no stop;<br>2: the best application for faster write and prediction from the start it take time to swype learn from you but when one go no stop;<br>3: sometimes hang keyboard not take a long_time before it come up and then hang there always when write either;<br>,3
topic3,1.088842,clear conscience; choose whether; pink color,0,5.0.5.95,1: phenomenal application save up to now some <digit> <digit> contact sometimes frighten me to think predict that as now you yourself write a review i recommend with a clear_conscience;<br>2: phenomenal application save up to now some <digit> <digit> contact sometimes frighten me to think predict that as now you yourself write a review i recommend with a clear_conscience;<br>3: unbelievable have forward and back button for easier navigation of typo and number from <digit> <digit> at the top hold enter emoji still bar size and theme that be good;<br>,4
topic3,1.886516,number row; suggest correction; word completion,0,5.1.0.60,1: it help exit keyboard mode and enter again however only for some time;<br>2: if we have the number_row why would we press a key to choose number and symbol;<br>3: save_yourself a lot_of extra keystroke and install swiftkey;<br>,5
topic3,1.403763,cap lock; long time; performance improvement,0,5.1.1.66,1: join the request size letter and yet can somehow divide the different_language not comfortable when type in russian ukrainian and tip;<br>2: good keyboard but lack the equivalent of ctrl a ctrl c ctrl x ctrl_v which other similar keyboard can do;<br>3: that other developer not yet possible to make layout for two finger conveniently print in a horizontal_position;<br>,6
topic3,1.923299,material design theme; minimal material; swipe gesture,0,5.1.2.75,1: there should be an option for the user to disable the feature where a space be always add after a comma or period or question_mark;<br>2: it button size be worse for touch type and type fast than fleksy and swipe algorithm worse_than swipe and require payment for a material_design_theme which be essential for lollipop unlike google keyboard;<br>3: however if you will add more in the prediction panel that will be more good and there s an option for us to select copy cut and paste;<br>,7
topic3,1.491255,chinese input; input method; prediction bar,0,5.2.0.115,1: forecast be super just not set it to display the emoji short click it only work in your messenger in other application such_as mail sm etc;<br>2: it could be a little quicker when necessary to open the messenger take <digit> second before exit then ok;<br>3: this input_method may not only support the english word correct and even an english sentence chinese_input can be;<br>,8
topic3,1.179076,input method; orange theme; htc desire,0,5.2.1.120,1: after the last_update application keep fall even twice in one day write;<br>2: right click the new space twice normal use;<br>3: simple and minimal repair when write because of misstep inch;<br>,9
topic3,1.733318,pinyin input method; traditional chinese; swipe across,0,5.2.2.124,1: please add a option so that we can set this app not to gain_personalise data and set an option so that this app can be hide from menu but will remain in the setting;<br>2: please add a option so that we can set this app not to gain_personalise data and set an option so that this app can be hide from menu but will remain in the setting;<br>3: please add a advance option with warn name show suggestion on form field;<br>,10
topic3,0.714678,droid turbo; stop respond; samsung keyboard,0,5.2.2.126,1: swiftkey use their_own emojis instead_of the standard picture and order which be confuse when try to find the right one;<br>2: well as you can ignore the view of user of the program and when finally the cyrillic font_size will make more;<br>3: i try to set swiftkey to standard input_method;<br>,11
topic3,0.750221,last couple; key stroke; deal breaker,last couple; key stroke; deal breaker,5.2.2.133,1: although sometimes a good predictor of delay load the keyboard be not pass play come off and go to display;<br>2: not only do it support the many feature of an android keyboard the most_important feature be the very wide language support;<br>3: defeat my purpose i be look for a keyboard that will allow_me to swipe in my password when unlock my phone;<br>,12
topic3,0.855972,number pad; auto correction; direct violation,0,5.2.2.134,1: swiftkey use their_own emojis instead_of the standard picture and order which be confuse when try to find the right one;<br>2: s wonderful because not need to be look for the letter but now with a problem i can not download new theme;<br>3: s good but i also like to put your_own photo as the theme of the keyboard and not that option;<br>,13
topic3,1.138345,email address; deal breaker; word prediction,0,5.2.2.139,1: sound great then i get the message it collect everything i type except password but include credit_card;<br>2: when set at about <digit> ms of vibration the phone will often glitch cause it to vibrate longer;<br>3: also worth note this keyboard can learn the way you type and autocorrect mistake for you simply the best you can get;<br>,14
topic3,1.877651,material theme; several month; correct credential,0,5.2.3.144,1: for_example you can set only <digit> keyboard to use and sometimes the dictionary mix_up like now when i type in english on the hungarian keyboard but swedish word suggestion keep pop_up;<br>2: for_example you can set only <digit> keyboard to use and sometimes the dictionary mix_up like now when i type in english on the hungarian keyboard but swedish word suggestion be pop_up;<br>3: sometimes it will let_me type but the word do_n't show up;<br>,15
topic3,1.467935,user experience; hey guy; neon theme,0,5.3.0.124,1: after update if i have keyboard open and go into_landscape_mode it freeze every_time sometimes have to restart phone;<br>2: take_forever to load lag when i m type fast and freeze my phone up;<br>3: my entire phone will freeze for sometimes up to 30_second in textra when open a chat or even autorotation;<br>,16
topic4,1.295969,play store; key press; personal dictionary,0,5.0.2.4,1: i predict many typo it also show more press be easy typo give nadeora show end;<br>2: korean short vowel and keyboard and the backspace change location feature will be a big help if you also like;<br>3: i have also try instal the apk from the int rent and during that install it just say ca_n't install;<br>,1
topic4,1.260439,hebrew language; word prediction; comma button,0,5.0.3.26,1: type of clash_of clan i need someone like me can save different text in different click type i click on a button and it will text o late if i want to change to another text i click another button to change it;<br>2: do_n't load on startup work only when it want to and shut_off if you swich between sm mail mark etc;<br>3: emoji do not work when send sm when the recipient see only <digit>;<br>,2
topic4,0.604026,several time; cost money; standard keyboard,0,5.0.4.93,1: the besti love the colourful theme but i do_n't like the idea that i pay for this app a while back and now pay again for theme but who be i if they decide this we have to buy theme again 4_star for this reason;<br>2: but the hebrew patch do_n't work i try to downloaed it several_time and every_time it send me an_error;<br>3: good keyboard but want to ever sell a lot_of theme;<br>,3
topic4,1.675137,pink color; key stroke; adhesive letter,0,5.0.5.95,1: excellent keyboard except for one very disturb problem when move sign and want to use parenthesis for_example as you type in hebrew it just go completely_distort;<br>2: i give it <digit> there be not much free ap slow but sometimes it do not and be not the fault of the device be not smooth vivid pink_color monti lilla and it would be perfect if bill white could be separate from the outside in_addition to purple and in what should be like that dimension alitani can only pity be that so weird emoi be very good but it be better to go for_example parizsos key only thing i can say birusosak launchner panel of 3_star be repair roll_out a star because of this horrible application;<br>3: trc go well why be there bug be very annoy adhesive_letter;<br>,4
topic4,1.401788,word completion; voice dictation; adhesive letter,0,5.1.0.60,1: please provide multiple typewriter layout for tamil and hindi;<br>2: tenchijin korean chinese japanese please add;<br>3: there be a possibility of the line add a line of letter with number;<br>,5
topic4,1.053852,correct typo; cell phone; performance improvement,0,5.1.1.66,1: s a little frustrate that if i write a word in english and do not select him and intuitive bar be change to one in romanian the rest be a super application very intuitive and i like that put only accent word;<br>2: correct_typo however it work on one and compare to others with whom i have the opportunity to write nice word please the division if you forget the space bar;<br>3: i commend this be a wonderful application but i miss the opportunity keyboard layout abc;<br>,6
topic4,2.226194,arrow key; shift key; enter key,0,5.1.2.75,1: it ok to make some theme pay but in the mean time some free also whereas everyone be busy use material keyboard we be still stick on old classic keyboard;<br>2: so it would be easy for us to see what be the mean of that emoji quickly and with color that make the emojis look more neat and clean;<br>3: also would be nice to have the option to have permanent number key above letter keyboard like the default s4 keyboard;<br>,7
topic4,1.269988,input method; chinese input; question mark,0,5.2.0.115,1: no jane turn fan function only simple input_method as_well as the input_method to convert too_much trouble;<br>2: it should do it slowly and clearly still not perfect but provide a reply sm drive this instance i record;<br>3: despite slide input do not support chinese after all still in line with my american student to use;<br>,8
topic4,1.029403,orange theme; htc desire; heat map,0,5.2.1.120,1: the last star it would get if the keyboard be make larger_than the current possibility especially when you have a big screen;<br>2: since i use <digit> language i find it irritate get suggestion from the others;<br>3: however i give 4_star because there be problem in greek especially in sm;<br>,9
topic4,2.743570,question mark; double tap; bottom row,0,5.2.2.124,1: it only type in one language at a time which make it very annoy as there be many word that be only write in english;<br>2: swiftkey by remember number of such word save a lot_of time and make mobile type extremely easy and pleasant;<br>3: it save every word i type or any word that be write on website;<br>,10
topic4,0.969690,upper case; small amount; double tap,0,5.2.2.126,1: work great really speed up type and accuracy as the program learn and the account feature spread the knowledge over all of your device droid_turbo;<br>2: the type be very fast and convenient and the voice type be superb thank to swiftkey it have make my problem so easy of type;<br>3: now i ca_n't even type without get a notification that swiftkey have stop_respond and i have to uninstall it just to type this;<br>,11
topic4,1.412717,auto correction; custom theme; swiftkey keyboard,key press; auto correction; personal dictionary,5.2.2.133,1: developer there s a glitch on google nexus_6 where half of the time key_stroke sound seem to double;<br>2: nice write a prediction with it auto tp somewhat lag time shift emotion;<br>3: customizable configuration at will between dimension of long press time theme etc;<br>,12
topic4,1.436010,correct misspell word; direct violation; disable auto correct,0,5.2.2.134,1: the number key randomly_stop work a but all other key work the number key you have to hold_down the number key on the other page work_fine only fix be a restart;<br>2: make the switch to another socket actually would be for tablet that number appear on top of keyboard character so it be more convenient and quick to type some word combination be not divert to the number constantly;<br>3: lot_of custom feature my_favorite be the thumb keyboard style since i like to type use my thumb only on smartphones;<br>,13
topic4,1.790234,long time; deal breaker; auto correct,0,5.2.2.139,1: when it prompt you to select swiftkey you have to pick the multiple language option otherwise it wo_n't_let you move_forward;<br>2: it will b great if there be a option to switch of the function a space after a dot because when u_r write a email_address i have to delete the space always;<br>3: the application do not comply_with the roman oxygen for oneplus or rum sanjeon mo <digit>;<br>,14
topic4,2.260771,quick reply; gesture type; number row,0,5.2.3.144,1: <digit> thing though for improvement first please add more free theme;<br>2: you be tell that on first setup of_course i can do maybe <digit> wpm still slower_than blackberry speed slower_than physical qwerty but fast;<br>3: know you switch to free so u could make money from the theme store but for the sake_of god ca_n't we have a simple material_theme for free;<br>,15
topic4,2.582068,input method; enter key; cursor jump,0,5.3.0.124,1: if be possible to add the option to split the language i do_n't want italian and english together a key to disable prediction a switch to hide the keyboard would be awesome;<br>2: if be possible to add the option to split the language i do_n't want italian and english together a key to disable prediction a switch to hide the keyboard would be awesome;<br>3: if be possible to add the option to split the language i do_n't want italian and english together a disable prediction key and a switch to hide the keyboard would be awesome;<br>,16
topic5,1.336688,personal dictionary; greek language; biggest issue,0,5.0.2.4,1: suit not to mess post while write a chat just leavin i could write only people;<br>2: i really ok if you write only email and this in one language but otherwise the horror;<br>3: easy to simple learn your write mean that i could write much_faster than before;<br>,1
topic5,1.276548,word prediction; comma button; keyboard swiftkey,0,5.0.3.26,1: recently replace the phone and think then that i would run with the quot;<br>2: so i or i actually think that everyone would be very happy;<br>3: sometimes the keyboard toggle kind word to me just because they be not common;<br>,2
topic5,1.151061,dark theme; long time; force close,dark theme; long time; chinese input,5.0.4.93,1: wish list <digit> more simple dark_theme that be easy to see <digit> ability to determine the height of piltastrad <digit> smiley editor and the ability to just use smiley for us who do not like emoj;<br>2: support for various issue set a long_time pressure the ability of type with one hand in the corner of the screen and much to find what i reduce write longer message;<br>3: wish you could choose color freely then it would be <digit> out of a possible <digit> now it <digit>;<br>,3
topic5,1.076997,double tap; material theme; real shame,0,5.0.5.95,1: and every after full stop or comma it give a space woo_hoo damn i simply love the new keyboard and it s whole new fun and excite experience;<br>2: author hope soon overcome this problem to improve better and better software;<br>3: vsat be just color uniform keyboard any cod i hope modify vsat color quot;<br>,4
topic5,1.831625,number row; word completion; voice dictation,0,5.1.0.60,1: but on my_girlfriend phone samsung_galaxy_s4 emoji get automatic turn_into mm and that ruin allot of the experience;<br>2: in_addition to make it difficult to type latin character <digit>;<br>3: it would be nice if this would improve the s3 freeze slowdown because it be very annoy;<br>,5
topic5,1.366287,correct typo; long time; performance improvement,0,5.1.1.66,1: it take a while before you get use to the keyboard but then correct word that spoil offer those use whenever you want to add a word to the dictionary you can just write and let_him fix it next time you letter after you;<br>2: but what i can not get use to be that i have a pc wont make a space after the comma and swift immediately complement word in my case but the clutch;<br>3: happy for swiftkey but it lag too_much so waste og money indtil they fix that;<br>,6
topic5,1.215962,address book; traditional chinese; collect data,0,5.1.2.75,1: language like chinese and japanese have be available as beta language for quite some time work_perfectly but there be no_indication of official integration into the regular app;<br>2: no need to change language all the time as long as you add it to the dictionary;<br>3: oh the best thing be multiple language i do not need to do anything to type in whatever language it just detect it and it be great because often time we mix it up right;<br>,7
topic5,1.103361,increase decrease; prediction bar; pinyin input,0,5.2.0.115,1: i use the keyboard for <digit> day and save over <digit> character it can be felt when one have a lot_of communication through your phone;<br>2: but my phone be rootad so still think the app should go to install the app and then because data be move directly to external_sd memory after installation;<br>3: it be fully_customizable may increase_decrease and determine the style of write on it;<br>,8
topic5,1.059268,orange theme; accurate prediction; inapp purchase,0,5.2.1.120,1: since i use <digit> language i find it irritate get suggestion from the others;<br>2: gesture track and word_prediction correction be n't great nice color_scheme though;<br>3: after replace the keyboard topic i can not set back the orange_theme which i have recently purchase;<br>,9
topic5,2.136727,premier pack; regular basis; material design,0,5.2.2.124,1: i ca_n't type anything when i exit from my whatsapp or get a new msg from the app;<br>2: this bug seem to happen randomly but often enough that you ll be able to see it instead_of the normal single click sound when type with sound enable ill get an annoy double_triple click sound with every key i tap;<br>3: you ca_n't uninstall it at most you can disable it and you wo_n't be able to type anything untill you go to setting and set_up the old keyboard;<br>,10
topic5,0.906392,auto correct; email client; disable autocorrect,0,5.2.2.126,1: no i convert lower to upper_case and vice_versa for the word swap <digit> letter of a word for the small and vice_versa hint sometimes nonsense which i would like to irrevocably delete with a small_amount of variety hint bar could be move to the right or to the leave give more hint;<br>2: m in the selection screen of emoticon that train much although i 3gb of ram;<br>3: whether you have a big or small screen the type should always be with this app;<br>,11
topic5,1.060782,default keyboard; different colour; adjustable size,default keyboard; predict word; vietnamese keyboard,5.2.2.133,1: i get a galaxy_note_4 and it be flawless but on my older nexus this will make your phone hang and freeze up for a sec or two;<br>2: no one can beat swiftkey it splendid nice type great size option what not everything in one keyboard kindly make more theme for free so it will be more awesome;<br>3: even with the small screen on the lg_optimus_fuel it s pretty_darn_accurate and allow_me to type wicked fast;<br>,12
